word,text_only_count,image_count
rose-purple,1,0
determinate,1,0
saxton--starting,1,0
mckern,1,0
reasserting,1,0
car-related,1,0
sphyrna,1,0
mid-hockey,1,0
i--as,1,0
azrail,1,0
"diameter,[b",1,0
pg72207,1,0
rapprochement,1,0
siempre,1,0
sherents,1,0
chukyoin,1,0
8.6,1,0
broadway-style,1,0
excels,1,0
columbidae,1,0
bung-shell,1,0
underpricing,1,0
mcgregory's,1,0
mrcr5,1,0
7-7,1,0
coal-power,1,0
8687,1,0
lezh,1,0
then--when,1,0
yuayyishani,1,0
60-year,1,0
womanshoveling,1,0
snapping-turtles,1,0
d18bis,1,0
muses.--festivities,1,0
sincerely--i,1,0
fuller's,1,0
brittas,1,0
discoverer's,1,0
latchi,1,0
intheformof,1,0
capitalization,1,0
arvada,1,0
pincettes,1,0
woolsery,1,0
wait![1,1,0
shoulders--these,1,0
stersund,1,0
rating-related,1,0
sequencer,1,0
missing--rifleman,1,0
15/33,1,0
wilce,1,0
multi-tube,1,0
neela,1,0
speech.--demosthenes,1,0
aichach-friedberg,1,0
medicee,1,0
basest,1,0
bottle-green,1,0
20202,1,0
trig,1,0
bright-coloured,1,0
community--in,1,0
marjoram,1,0
violences,1,0
monex,1,0
palmeiras,1,0
de-humidification,1,0
stonos,1,0
_drum_,1,0
3006,1,0
ambondja,1,0
tondo,1,0
krka,1,0
"me,--as",1,0
structuretensile,1,0
saint-priest-la-marche,1,0
dithered,1,0
ur-suburb,1,0
nske,1,0
re-working,1,0
ruffian's,1,0
ufc--though,1,0
din't,1,0
haematite,1,0
delicately-perfumed,1,0
9th-century,1,0
malcolm--they,1,0
cotton-wood,1,0
enemas,1,0
h-3,1,0
"284,333",1,0
disfiguring,1,0
nda,1,0
digitizers,1,0
casette,1,0
visit_,1,0
alclud,1,0
turnip-patch,1,0
zhinji,1,0
moulijn's,1,0
camping-place,1,0
prionodura,1,0
sister--what,1,0
rubilar,1,0
illusively,1,0
formalwear,1,0
zukhar,1,0
mazzariello's,1,0
vadrouille,1,0
than_,1,0
involved--the,1,0
dwwa,1,0
bedeck,1,0
cezar,1,0
saint-isidore,1,0
b.e,1,0
tanganyika,1,0
peel's,1,0
ethnologists,1,0
fenworth,1,0
gapun,1,0
"4,253",1,0
wahhabism,1,0
plateauing,1,0
goodwife,1,0
hargaten,1,0
then-energy,1,0
routs,1,0
paderborn,1,0
96--the,1,0
lippmann's,1,0
jack-straws,1,0
920,1,0
"1,652",1,0
cufflinks,1,0
seid,1,0
"time,--tales",1,0
chiyono,1,0
antiterrorist,1,0
2000-07,1,0
pediments,1,0
valto,1,0
eldredge,1,0
s&amp;p,1,0
6mix,1,0
prepairing,1,0
1450-1400,1,0
buescher,1,0
dally,1,0
crew--may,1,0
"first,--_i.e._",1,0
circus's,1,0
self-helpisms,1,0
"3,000-year-old",1,0
complicating--perhaps,1,0
rain-cloud,1,0
nankoku,1,0
"13,125",1,0
mycenean,1,0
sextarii,1,0
me!susan,1,0
"171,268",1,0
remember--those,1,0
_runs,1,0
136--nick,1,0
subcommander,1,0
literary-looking,1,0
rock-climber,1,0
boire,1,0
trenk,1,0
distortions,1,0
kukkri,1,0
lluit,1,0
singing-school,1,0
1571-1632,1,0
dharm-nephew[68,1,0
trenching,1,0
_trialed_,1,0
netherlandic,1,0
"bellies.""the",1,0
haapaj,1,0
better--or,1,0
case--what,1,0
bullosa,1,0
drchecks,1,0
hardrian,1,0
antipasti,1,0
time-space,1,0
dowth,1,0
half-century-old,1,0
3625,1,0
asignment,1,0
dxviii,1,0
sleep--she,1,0
a'li,1,0
doctor--thinks,1,0
muskhogans,1,0
wolfeschlegelsteinhausenbergerdorff,1,0
belascoan,1,0
truncate,1,0
yoakum,1,0
convenes,1,0
low-yielding,1,0
snow-laden,1,0
chama,1,0
half-intoxicated,1,0
reassessment,1,0
keying,1,0
cottage--a,1,0
karamzin's,1,0
labofish,1,0
rice-based,1,0
marathoner,1,0
206th,1,0
self-forgiving,1,0
casque,1,0
westat--even,1,0
orienting,1,0
character.--conspiracies.--plot,1,0
landesliga,1,0
fifes,1,0
coussac,1,0
no!--he,1,0
unauthorize,1,0
rorke,1,0
montescudo,1,0
electrolytic,1,0
18.11.05,1,0
mrinal,1,0
favi,1,0
dfv-based,1,0
neveu,1,0
ideology--has,1,0
winslows,1,0
strabo,1,0
nnaded,1,0
unethically,1,0
jyoti's,1,0
buckshot--but,1,0
eusantees,1,0
locsted,1,0
matter--heavy,1,0
napped,1,0
bresslaw,1,0
"set.""drew",1,0
mundaka,1,0
saint-claude,1,0
water--fuji,1,0
"sir,""--and",1,0
pierre-joseph,1,0
soundings,1,0
collards,1,0
livia,1,0
no-dating,1,0
1910-1919,1,0
guarini's,1,0
guinean,1,0
bull--or,1,0
5th-dan,1,0
skin--that,1,0
"65,133",1,0
indahouse,1,0
agency''-one,1,0
was-and,1,0
pro-wrestling,1,0
backyards,1,0
anotherthree,1,0
ymesei,1,0
cloud-like,1,0
urinal-drain-guard,1,0
hailstones,1,0
enamelled,1,0
zeid,1,0
fracas--that's,1,0
richfield,1,0
ho-o-o-me,1,0
aformin,1,0
exca,1,0
i--i--maybe,1,0
non-popular,1,0
verdens,1,0
argued-might,1,0
harriett,1,0
mukundo,1,0
sportsman's,1,0
_pronominal,1,0
gadhavi,1,0
moons--may,1,0
harlequins,1,0
simluations,1,0
aster,1,0
wieber,1,0
gibs,1,0
smalleye,1,0
"breast--""a",1,0
wink--he,1,0
brelet,1,0
violation--turning,1,0
supplications,1,0
alberobello's,1,0
establishe's,1,0
lnlycke,1,0
underrepresented,1,0
saraw,1,0
society-the,1,0
weinbach,1,0
mikhaylovna,1,0
gulfer,1,0
20.8,1,0
testimony23,1,0
rudderless,1,0
unversity,1,0
couok,1,0
amunition,1,0
s-france,1,0
agen--it,1,0
75-mile,1,0
mamernet,1,0
knows--that,1,0
lillies,1,0
powereless,1,0
"anse""drew",1,0
_sloping,1,0
gilr,1,0
deformation,1,0
bike-friendly,1,0
card-board,1,0
bookends,1,0
paranda,1,0
make-shifts,1,0
kirill,1,0
silver--knowledge,1,0
vindicator,1,0
percussive,1,0
benton's,1,0
scafeld,1,0
heydrichiad,1,0
print-shop,1,0
mess-deck,1,0
christ.[88,1,0
52.62,1,0
versaci,1,0
lobsterman,1,0
"1,656,100,000",1,0
peagscomsuck,1,0
gandhiji,1,0
ishiagaska,1,0
unspool,1,0
_hundred_,1,0
libertyville,1,0
portugals,1,0
life--if,1,0
conall,1,0
perspire,1,0
damaturu,1,0
30-27,1,0
per-erik,1,0
throve,1,0
kuhr,1,0
benedettini,1,0
everland,1,0
"20,838",1,0
enchant,1,0
lahmacun,1,0
"782,969",1,0
heart--warden,1,0
cardinal-duke,1,0
ministership,1,0
unwet,1,0
"pocket""--and",1,0
4.16,1,0
calcaneal,1,0
bank-funded,1,0
nairn,1,0
me--strange,1,0
34-19,1,0
shell-racked,1,0
bedside--dead,1,0
costle,1,0
offfical,1,0
bit...rustic,1,0
kotaro,1,0
1--oh,1,0
newton-le-willows,1,0
narrative.[74,1,0
beautician,1,0
netman,1,0
asato,1,0
certainly--better,1,0
mak[ing,1,0
offish,1,0
lt;clubegolf@madinfo.pt&gt,1,0
prevelakis,1,0
teck,1,0
theodorus,1,0
percent--mass,1,0
d1,1,0
doghouses,1,0
granddaddy-long-legs,1,0
moment--now,1,0
viasat,1,0
riviera-style,1,0
_war_,1,0
"said--""bring",1,0
clitus.--occurrences,1,0
karlstad,1,0
truax,1,0
stood--delicate,1,0
now;/her,1,0
uphappy,1,0
greening,1,0
expedites,1,0
gold-amber,1,0
"resides,--and",1,0
grass-stained,1,0
mind--have,1,0
azdovletkinosenaye,1,0
toffee,1,0
air--entirely,1,0
grouping-ration,1,0
canadian-armenian,1,0
musical-drama,1,0
tetsugen,1,0
ishizaki,1,0
campano,1,0
street/sixth,1,0
rithy,1,0
wendelinus,1,0
mogale,1,0
lower-key,1,0
ring-ousel,1,0
scamander,1,0
artistical,1,0
superleague,1,0
centroids,1,0
animal-loving,1,0
two-quart,1,0
dhuburi,1,0
unl,1,0
horse-whip,1,0
boo'd,1,0
goldbrick,1,0
teacher--her,1,0
_preterit_,1,0
hezin,1,0
jewish-themed,1,0
groat,1,0
bioshock,1,0
animeseries,1,0
much--only,1,0
oilskin-wrapped,1,0
128--stonia,1,0
"mosely.--""now",1,0
_china_,1,0
alasnam,1,0
klarinetisti,1,0
pudentiana,1,0
go--i,1,0
bulbule,1,0
seven-and-a-half,1,0
sailorly,1,0
etc.--under,1,0
sikas,1,0
diffetti,1,0
pea-soupy,1,0
indian_,1,0
pleased--yes,1,0
berber's,1,0
"7,104",1,0
that't,1,0
depressed--and,1,0
drinkel,1,0
hesitated--made,1,0
now--'tis,1,0
freshman's,1,0
"mount?""don",1,0
ipts,1,0
caro-seuss-el,1,0
problem's,1,0
cheesemaking,1,0
chestnut-orange,1,0
nagumo's,1,0
gioconda,1,0
zibad,1,0
flub,1,0
"snow,--the",1,0
reassumption,1,0
kronoby,1,0
folia,1,0
inca's,1,0
shugo,1,0
mris,1,0
emperesses,1,0
trigarta,1,0
danica,1,0
barbels,1,0
gillan's,1,0
urum,1,0
ostracised,1,0
psychometry,1,0
gontijo,1,0
_dat_,1,0
rashi,1,0
latenberg,1,0
espaeola,1,0
avatars--characters,1,0
sprachwissenschaft,1,0
1990-97,1,0
chokoku,1,0
bluebird,1,0
sightlessly,1,0
multitalented,1,0
markiezenhof,1,0
tebicuari,1,0
investors--can,1,0
strychine,1,0
deteriorates,1,0
1965's,1,0
over-the-air,1,0
fto,1,0
acrosenarrow,1,0
espy,1,0
meitreng,1,0
architecural,1,0
copies.....galland,1,0
putting--for,1,0
41-ft,1,0
career-opening,1,0
criterions,1,0
"77,035",1,0
bunself,1,0
acrosecairo,1,0
viler,1,0
gubbio's,1,0
"42,848",1,0
burchiello,1,0
trawls,1,0
mandrakiaharbor,1,0
me)--say,1,0
tanks--crowds,1,0
moso,1,0
kween,1,0
gowna,1,0
darnel,1,0
musics,1,0
divulging,1,0
testimonial,1,0
"well""--jack",1,0
ambassadress,1,0
recurringly,1,0
fusionated,1,0
shedlike,1,0
cows--beautiful,1,0
jagmeet,1,0
self-understanding,1,0
anisah,1,0
marginable,1,0
penmanship,1,0
old-standing,1,0
2008)the,1,0
blandt,1,0
imporatnt,1,0
kusi,1,0
bobbo,1,0
1898-1976,1,0
counter-strike,1,0
fetilization,1,0
else--while,1,0
_elderly_,1,0
piques,1,0
certitude,1,0
melchisedec's,1,0
no-amun,1,0
high-test,1,0
logchain,1,0
exhaust-driven,1,0
pepper-shakers,1,0
ogen,1,0
"good,--jesus",1,0
bushy-headed,1,0
yarab,1,0
andr??s,1,0
portucale,1,0
propitiously,1,0
coal-pits,1,0
yoshkar-ola,1,0
war-league,1,0
knife--cut,1,0
croseby,1,0
alesia,1,0
circumcise,1,0
elblag,1,0
policy.--number,1,0
road-horse,1,0
sky!_,1,0
memlouk,1,0
calzaiuoli,1,0
kayode,1,0
hesse-darmstadt,1,0
guest-house,1,0
section-was,1,0
pandit[41]--know,1,0
makrembolitissa,1,0
non-feature,1,0
employees-particularly,1,0
pettin,1,0
anatolievich,1,0
asshur,1,0
_por,1,0
"garrison,--men",1,0
flossy_,1,0
internationalised,1,0
pundit-in-training,1,0
dear--yes,1,0
ricb,1,0
folk-singers,1,0
powerboats,1,0
marine-engine,1,0
sextus,1,0
damasio,1,0
obliteration,1,0
shenna,1,0
fachhochschule,1,0
16-cm,1,0
polycarbonate,1,0
2707,1,0
enumerates,1,0
plymouth's,1,0
porche,1,0
suppleness,1,0
town--that,1,0
125th,1,0
justin.tv,1,0
sukinatchi,1,0
_free_,1,0
supriya,1,0
gun--protests,1,0
indorsement,1,0
glock,1,0
compstat,1,0
nicely-dressed,1,0
premonstratensian,1,0
gal??rie,1,0
bluto's,1,0
pravah,1,0
lascivious,1,0
ravest,1,0
boiling_,1,0
rockstars,1,0
dawgie,1,0
bidi,1,0
fabric's,1,0
motzart,1,0
cressari,1,0
disengaging-gear,1,0
arris,1,0
southgate,1,0
astana,1,0
goldsworthy,1,0
vishwas,1,0
hansons,1,0
non-budget,1,0
category:810,1,0
shiva-buddhist,1,0
43/10,1,0
legible,1,0
"them,--sally",1,0
geronimo,1,0
josepha,1,0
projctions,1,0
carbureted,1,0
iit-kent,1,0
county-music,1,0
xfl,1,0
over-vehement,1,0
come--there,1,0
plze,1,0
partly--not,1,0
awinter,1,0
annabella's,1,0
p-ukla,1,0
cohabit,1,0
cofetalaya,1,0
dresta,1,0
phonemes,1,0
shmoe,1,0
backstabbing,1,0
representative--european--of,1,0
a-most,1,0
morose-looking,1,0
aftermarkof,1,0
plataea,1,0
agar,1,0
interwined,1,0
cog,1,0
mannadipet,1,0
supurbia,1,0
mariko,1,0
macartney,1,0
scarpered,1,0
yangko,1,0
here--look,1,0
falcon-headed,1,0
serious-eyed,1,0
r.s.c,1,0
niquity,1,0
nssonligan,1,0
30gb,1,0
relation's,1,0
"work,--and",1,0
ctv's,1,0
barrientos,1,0
quiz--which,1,0
saint-jean-aux-bois,1,0
analysis--those,1,0
thatand,1,0
bezhtas,1,0
spiner's,1,0
gratix,1,0
slaves--three,1,0
hied,1,0
up-and-down,1,0
it--something,1,0
dubya,1,0
hakosagi-g,1,0
toriles,1,0
john--nor,1,0
gigajoules,1,0
porky's,1,0
train-related,1,0
valdes,1,0
djani,1,0
gaulish,1,0
moritsu,1,0
three-pound,1,0
here--a,1,0
rwy,1,0
moyenne,1,0
wyland's,1,0
elimitnates,1,0
nakohod,1,0
enforcers--media,1,0
etiquette--he,1,0
py-04,1,0
2.3:international,1,0
unrushed,1,0
versa--whereas,1,0
_lynx_,1,0
zehzade,1,0
unyoking,1,0
frothed,1,0
glimpsed--deep,1,0
kuru-panchala,1,0
dinaira,1,0
shearihi,1,0
territory'd,1,0
politician--[that,1,0
two-leaved,1,0
disucssed,1,0
mother-right,1,0
arline,1,0
lepzig,1,0
possessed--a,1,0
blipped,1,0
modine,1,0
tilbury,1,0
raza's,1,0
"minutes,adults",1,0
cagliostro--and,1,0
forspecific,1,0
steppe,1,0
sayka,1,0
mode--gives,1,0
italian-trained,1,0
_kinships_,1,0
negril's,1,0
editors--who,1,0
raios,1,0
claims--while,1,0
tebicuarym,1,0
pyramid-like,1,0
timetables,1,0
republican-dominated,1,0
lyss--the,1,0
policy--so,1,0
143--new,1,0
trunk--this,1,0
kanes,1,0
chinoiserie,1,0
414(a)(2,1,0
intifada,1,0
format/logo,1,0
yattle,1,0
fanciest,1,0
acadians,1,0
zsh,1,0
spoonmaker's,1,0
surely--oh,1,0
perez's,1,0
achingly-long,1,0
arediscounted,1,0
bulgy,1,0
cuevo,1,0
5(dc,1,0
post-2020,1,0
guseni,1,0
kingom,1,0
almost-closed,1,0
"empire,french",1,0
intubated,1,0
62.293,1,0
turcs,1,0
ex-socialist,1,0
wind'ard,1,0
changes.--alexander,1,0
numerological,1,0
connoisseur's,1,0
peru's,1,0
upstairs--the,1,0
muli,1,0
cusawati,1,0
"time--""take",1,0
passto,1,0
castres,1,0
whetstone,1,0
cast-off,1,0
estrades,1,0
changsha,1,0
jaddus.--his,1,0
adult-hood,1,0
persephone,1,0
pbskids.org,1,0
medicine-pots,1,0
tearjerker,1,0
half-blinded,1,0
oki-tiy,1,0
kwhy-tv,1,0
lawnchairs,1,0
celebrity...get,1,0
pg62974,1,0
aquiring,1,0
aloisa,1,0
grandfather--words,1,0
half-feared,1,0
lambov,1,0
sprout-programming,1,0
pregassona,1,0
rockiest,1,0
gardens--want,1,0
1980s--with,1,0
wikipedias,1,0
ichino-seki,1,0
1973/74,1,0
ashida,1,0
inuit--have,1,0
toronto--when,1,0
rivesaltes,1,0
gao/nsiad-99-162(washington,1,0
re-analyzed,1,0
homesteads--happy,1,0
italian-influenced,1,0
pepperlot,1,0
seberal,1,0
hiligaynon,1,0
72.7,1,0
thwacking,1,0
sublimest,1,0
d514,1,0
girl--to,1,0
springless,1,0
israeli-french,1,0
scenting,1,0
simenon,1,0
pension's,1,0
night-work,1,0
chariot-racing,1,0
sarns,1,0
fame--don't,1,0
41-year,1,0
stoneholes,1,0
frive,1,0
kasha,1,0
plannning,1,0
stoyanov,1,0
yogananda,1,0
rover's,1,0
lannie,1,0
co-mission,1,0
zola's,1,0
sories,1,0
jibstay,1,0
family.--darius,1,0
moritz,1,0
joppa,1,0
gharaonda,1,0
angel-of-peace,1,0
apatow,1,0
slights,1,0
post-imperial,1,0
96.2,1,0
panchthar,1,0
yo'se'f,1,0
38-page,1,0
"shoulders,--so",1,0
gtv's,1,0
joseph-kessel,1,0
imbroglio--the,1,0
screes,1,0
ruppin,1,0
asteras,1,0
fritzes,1,0
shirley's,1,0
gahzni,1,0
fire-shovel,1,0
yuko,1,0
newfoundland's,1,0
gurbanguly,1,0
nonwinners,1,0
fr??hel,1,0
business--especially,1,0
inundation,1,0
texas--who,1,0
drunkard's,1,0
smart-looking,1,0
conciser,1,0
hen-coop,1,0
smackdown's,1,0
church--stalwart,1,0
"65,284,000",1,0
woodbine,1,0
poderoso,1,0
pixies,1,0
rock--as,1,0
gold-mounted,1,0
thow,1,0
lads--some,1,0
materialism,1,0
harithah,1,0
aylmer--what,1,0
thedate,1,0
rotundas,1,0
drievorden,1,0
athen's,1,0
motions--almost,1,0
knowlton,1,0
pathologist,1,0
"oro.""fowler's",1,0
ancenis-saint-g,1,0
pre-electric,1,0
olympians--the,1,0
plebe'd,1,0
meteora,1,0
mudhole,1,0
crose(santa,1,0
"6,245",1,0
somersat,1,0
ashland's,1,0
stanford's,1,0
aleck's,1,0
labor-saving,1,0
correct--no,1,0
atom-thick,1,0
papendal,1,0
_causative_,1,0
gaiters,1,0
l'arm,1,0
"335,000",1,0
an-26,1,0
deadhead--beat,1,0
mid-field,1,0
anti-isreal,1,0
closed-minded,1,0
_reunited,1,0
ositive,1,0
airhead,1,0
c.2600,1,0
lorne,1,0
wall-paper,1,0
to-not,1,0
digangana,1,0
leroux's,1,0
family--quite,1,0
tankei,1,0
luck's,1,0
mass--the,1,0
baselineand,1,0
report(s,1,0
miyamoto's,1,0
beacon--i,1,0
uncirculated,1,0
ride--straight,1,0
picture-box,1,0
lawns--while,1,0
umbrella-domes,1,0
"74,591",1,0
_made_,1,0
coburg,1,0
expensive--more,1,0
her--her,1,0
regio,1,0
alwuz,1,0
mapmakers,1,0
actively-traded,1,0
unlmited,1,0
quibbles,1,0
frailty--be,1,0
_transitive,1,0
rybody,1,0
filo,1,0
preprinted,1,0
mandalay,1,0
sead,1,0
kentish,1,0
themselvse,1,0
mini-parthenon,1,0
sentences--conversation,1,0
longboats,1,0
_than,1,0
time_,1,0
"passenger,you",1,0
pipsqueak,1,0
name?--as,1,0
maces,1,0
"vessel,--to",1,0
albumin,1,0
kindles,1,0
petropedetinae,1,0
vaishnavite,1,0
spinosaurs,1,0
time.[2,1,0
general--there,1,0
long-waved,1,0
rihanna's,1,0
lauralea,1,0
iping,1,0
1541-1546,1,0
pleasnt,1,0
32-29,1,0
"1,984,569",1,0
sugarbag,1,0
crowes,1,0
memorial--and,1,0
mejadra,1,0
acrosesome,1,0
goaseb,1,0
palaeoptera,1,0
muscovite,1,0
sentimentalized,1,0
lewinsky-caused,1,0
a-kissing,1,0
slate-quarries,1,0
idealistically,1,0
williams-paisley,1,0
681-bose,1,0
dominos,1,0
turbulant,1,0
baby._,1,0
445km,1,0
ikanfina,1,0
tightlipped,1,0
lutace,1,0
bischoff,1,0
pares,1,0
somewhere--the,1,0
speriment,1,0
contender's,1,0
yaoshang,1,0
kozyreva,1,0
post-civil,1,0
ad--or,1,0
far-shining,1,0
returned_,1,0
28.3,1,0
mis-estimation,1,0
patriarchates,1,0
dlxvii,1,0
rock-style,1,0
pasy,1,0
serling's,1,0
things--drawing,1,0
cylindrica,1,0
"verse--""a",1,0
172nd,1,0
slurring,1,0
"consideration,--myself",1,0
intrudes,1,0
_that's_,1,0
reverently--and,1,0
rooof,1,0
sanshujo,1,0
1v1,1,0
nakadomari,1,0
"other--""expenses",1,0
1and,1,0
remodelling,1,0
instincts.--the,1,0
a-quake,1,0
haard,1,0
leaders/historical,1,0
schreiber,1,0
"3,895",1,0
prison-place,1,0
1968/1969,1,0
unions--doesn't,1,0
for...what,1,0
"1,234",1,0
stone-shot,1,0
illiniwek,1,0
car-racing,1,0
ten-odd,1,0
home--yes,1,0
dispelling,1,0
rustomji,1,0
once-terrifying,1,0
paedophiles,1,0
data-that,1,0
haar,1,0
polypresidential,1,0
75.8,1,0
clique,1,0
okiru,1,0
inslee,1,0
state-related,1,0
unkind_,1,0
etohussewakkes--three,1,0
"baby,--far",1,0
bambax,1,0
spring-like,1,0
373km,1,0
44see,1,0
changeful,1,0
willow-wood,1,0
shovelhead,1,0
were't,1,0
third-highest,1,0
sweeter--fruit,1,0
decriptions,1,0
divertissements,1,0
boghazkoy,1,0
russet-tinged,1,0
protest's,1,0
"591,397",1,0
grind--after,1,0
eger,1,0
lamartine,1,0
advarsaries,1,0
asswhack,1,0
ludwik,1,0
well--bully,1,0
congree,1,0
"2,616",1,0
wharfs,1,0
selling--essentially,1,0
thrissur,1,0
scrutiny--and,1,0
derobbio,1,0
200-200,1,0
desorden,1,0
pro-teen,1,0
owatunka,1,0
universidade,1,0
that--from,1,0
venom's,1,0
but--look,1,0
savage's,1,0
dieted,1,0
spiers,1,0
us.p23,1,0
blair--plenty,1,0
"4,706",1,0
kalusa-h,1,0
geylang,1,0
vangenechten,1,0
606a(1,1,0
_lem,1,0
webtel,1,0
interleukin-2,1,0
"shrine,(17190",1,0
messick,1,0
self-mastery,1,0
bullock-cart,1,0
btg,1,0
muzik,1,0
barraged,1,0
tuppenny,1,0
erections--don't,1,0
xingcheng,1,0
baccanal,1,0
gao/ggd-00-113br,1,0
cutespa,1,0
anikul,1,0
subetherics,1,0
_else_,1,0
epr,1,0
lunch-room,1,0
half-crazy,1,0
subpopulations,1,0
godiva-style,1,0
managementsystems(not,1,0
waiter's,1,0
uncle--their,1,0
historic-area,1,0
15-yard,1,0
constaly,1,0
imprimatur,1,0
morphologically,1,0
romagna,1,0
kean,1,0
tomboyish,1,0
bumper's,1,0
bycicle,1,0
corinthian-capitaled,1,0
guido/guidette,1,0
that--developing,1,0
unmarred,1,0
service2,1,0
false--revelation,1,0
_-is_,1,0
"103,379",1,0
supercharging,1,0
20-second-long,1,0
polysporangiates,1,0
creepshow,1,0
somebody-else,1,0
cloth--there,1,0
fummity,1,0
boche's,1,0
fuss--what,1,0
bekr,1,0
not--will,1,0
sabanes-oxley,1,0
_many,1,0
keaobaka,1,0
chest-guards,1,0
2134,1,0
samjho,1,0
killer_,1,0
true-crime,1,0
hynes,1,0
barnam's,1,0
sanctorum--the,1,0
risibilities,1,0
step-a,1,0
dereham,1,0
changundega,1,0
bixby,1,0
treekillaz,1,0
noviodunum,1,0
litigation---please,1,0
morgadinha,1,0
wall-texts,1,0
dinah's,1,0
inertial,1,0
packards,1,0
standards-measured,1,0
benching,1,0
2k13,1,0
school-rostrum,1,0
well-reputed,1,0
h'angered,1,0
forrader,1,0
caldecott,1,0
several--i,1,0
151-page,1,0
atebtu,1,0
suomussalmi,1,0
"13,367",1,0
morovian,1,0
macaws,1,0
educaiton,1,0
_timbered,1,0
planers,1,0
flummoxed,1,0
calendura,1,0
hoists,1,0
sivasankaranarayana,1,0
posset,1,0
muyo,1,0
guzeyeva,1,0
vacos,1,0
london_,1,0
republican-inclined,1,0
communicatingpolicies,1,0
takakura,1,0
bikshu,1,0
origine,1,0
debnath,1,0
sure--that,1,0
capparoni,1,0
book-shop,1,0
plausible--explanations,1,0
guaya,1,0
bouganville,1,0
millimetre,1,0
perplexedly,1,0
zachariah,1,0
phoenixville,1,0
_beyond,1,0
workmates,1,0
1879._--of,1,0
soothin,1,0
tekht-rewan,1,0
desire--a,1,0
college--wescott,1,0
inquisitively,1,0
cpa's,1,0
reggae/pop,1,0
clezmeron,1,0
1999-2006,1,0
nina's,1,0
knobelsdorff,1,0
i--no,1,0
tampong,1,0
hospitlazation,1,0
waveringly,1,0
76--blue-blooded,1,0
face--could,1,0
gisleni,1,0
everywhere--at,1,0
chocks,1,0
queen_,1,0
re-conduct,1,0
post-weimar,1,0
animals--all,1,0
melle,1,0
lino,1,0
d??coratiffs,1,0
camarines,1,0
kavenagh,1,0
karag??z,1,0
beicas,1,0
_odshi-ap,1,0
ansbach,1,0
sloss,1,0
couples-only,1,0
flag-wavers,1,0
tougoulou,1,0
thomas-ellis,1,0
office-workers,1,0
charnel,1,0
yatanocas,1,0
waiteduntil,1,0
cost-justified,1,0
"126,400,000",1,0
raingear,1,0
jep,1,0
completists,1,0
mamara,1,0
phantasmagoric,1,0
tricked--i,1,0
hal--never,1,0
wintour,1,0
roll_,1,0
postfeminist,1,0
eighty-five--eighty-five,1,0
hiiumaa,1,0
rayed,1,0
saidst,1,0
pinkvilla,1,0
admissable,1,0
fips(nist)-formerly,1,0
kesreh,1,0
notun,1,0
orloff,1,0
to-day's,1,0
yifen,1,0
galllen,1,0
vulgarly,1,0
6._--one,1,0
321--madcap,1,0
kooningness,1,0
centassi,1,0
controls--that,1,0
1999-2008,1,0
"said--""you",1,0
maid-servant,1,0
tvnz's,1,0
belian,1,0
effectuate,1,0
variable(s,1,0
broom-handle,1,0
kourose,1,0
rother,1,0
bunk--there,1,0
daulah,1,0
anha,1,0
weierstra,1,0
atherstone's,1,0
llerian,1,0
tea-tent,1,0
mukhe,1,0
bilaban,1,0
canda,1,0
"library""/""forest",1,0
schubart's,1,0
teasle,1,0
weliyeh,1,0
me--see,1,0
everybody'd,1,0
ticklin,1,0
googling,1,0
well-articulated,1,0
nanciebel,1,0
pillionwise,1,0
cairene,1,0
randolphs,1,0
stalactite-like,1,0
surplus/deficita,1,0
s.b,1,0
masticates,1,0
"officer,[98",1,0
something--and,1,0
up-yours,1,0
free-flowing,1,0
masturbate,1,0
cut--grew,1,0
aussi,1,0
eyes--she,1,0
dear--oh,1,0
simonides,1,0
motor-cars,1,0
intellisafe,1,0
daugher's,1,0
i.a,1,0
sailles,1,0
energize,1,0
1909this,1,0
nit-picky,1,0
hafting,1,0
motke,1,0
2894,1,0
acuto,1,0
intros,1,0
judges--i,1,0
we---the,1,0
lebe,1,0
arm--all,1,0
grandmama,1,0
mance,1,0
canal-bank,1,0
schammel,1,0
photocopied,1,0
zenana-visiting,1,0
"success_,--were",1,0
mineirazo,1,0
culture-nature,1,0
eighteen-year-old,1,0
erysipelas,1,0
reputation's,1,0
icon-like,1,0
"1,469,155",1,0
curren$y,1,0
4azurroknight.pk3,1,0
rcio,1,0
satheri's,1,0
duelmasters,1,0
rainey,1,0
pullets,1,0
colleger,1,0
provider-based,1,0
ballgames,1,0
allfired,1,0
well-set,1,0
_rambles,1,0
proffesor,1,0
tirtha,1,0
below-ground,1,0
rock/new,1,0
21:2,1,0
guide-book,1,0
woda,1,0
lcil,1,0
332.3,1,0
sauerland,1,0
a--what,1,0
goloshes,1,0
impetuousness,1,0
bird-wat,1,0
wheezed,1,0
wtev,1,0
compunctions,1,0
el-fitr,1,0
media-raci??n,1,0
candle-box,1,0
"36,493",1,0
harmonise,1,0
stolojan,1,0
karkhanas,1,0
triassicjurassic,1,0
thinking--the,1,0
reconquests,1,0
clinton-the-person,1,0
heights--is,1,0
seaworthiness,1,0
modulidae,1,0
soulsilver,1,0
hodeez,1,0
_man,1,0
water-springs_,1,0
merry-makings,1,0
scunthorpe,1,0
rostov-on-don,1,0
halinne,1,0
okeydoke,1,0
above-described,1,0
"milk,--a",1,0
dot-com,1,0
peaole,1,0
katselli,1,0
polyanions,1,0
rivermont,1,0
